,time,amount,shares
45,2017-08-31 11:05:18.096632,"<span class=""_191t _50f5"">Mark has raised $360,967 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,492 shares</a>"
46,2017-08-31 11:12:08.338534,,
47,2017-08-31 11:13:33.864715,"<span class=""_191t _50f5"">Mark has raised $361,532 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,499 shares</a>"
48,2017-08-31 11:15:16.653438,"<span class=""_191t _50f5"">Mark has raised $361,532 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,500 shares</a>"
49,2017-08-31 11:16:52.621958,"<span class=""_191t _50f5"">Mark has raised $361,582 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,500 shares</a>"
50,2017-08-31 11:18:33.154603,"<span class=""_191t _50f5"">Mark has raised $361,582 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,503 shares</a>"
51,2017-08-31 11:20:24.486890,"<span class=""_191t _50f5"">Mark has raised $361,602 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,504 shares</a>"
52,2017-08-31 11:22:04.375673,"<span class=""_191t _50f5"">Mark has raised $361,692 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,506 shares</a>"
53,2017-08-31 11:23:26.922549,"<span class=""_191t _50f5"">Mark has raised $361,692 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,505 shares</a>"
54,2017-08-31 11:25:07.801668,"<span class=""_191t _50f5"">Mark has raised $361,812 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,504 shares</a>"
55,2017-08-31 11:26:43.639466,"<span class=""_191t _50f5"">Mark has raised $361,837 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,507 shares</a>"
56,2017-08-31 11:28:16.229644,"<span class=""_191t _50f5"">Mark has raised $361,847 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,508 shares</a>"
57,2017-08-31 11:29:53.147548,"<span class=""_191t _50f5"">Mark has raised $361,847 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,510 shares</a>"
58,2017-08-31 11:31:56.324434,"<span class=""_191t _50f5"">Mark has raised $361,897 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,510 shares</a>"
59,2017-08-31 11:33:42.585235,"<span class=""_191t _50f5"">Mark has raised $362,017 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,511 shares</a>"
60,2017-08-31 11:36:00.414242,"<span class=""_191t _50f5"">Mark has raised $362,117 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,514 shares</a>"
61,2017-08-31 11:37:54.336593,"<span class=""_191t _50f5"">Mark has raised $362,117 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,516 shares</a>"
62,2017-08-31 11:39:36.540509,"<span class=""_191t _50f5"">Mark has raised $362,207 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,516 shares</a>"
63,2017-08-31 11:41:04.271211,"<span class=""_191t _50f5"">Mark has raised $362,327 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,516 shares</a>"
64,2017-08-31 11:42:37.563586,"<span class=""_191t _50f5"">Mark has raised $362,337 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,517 shares</a>"
65,2017-08-31 11:44:14.178054,"<span class=""_191t _50f5"">Mark has raised $362,337 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,517 shares</a>"
66,2017-08-31 11:46:03.403884,"<span class=""_191t _50f5"">Mark has raised $362,432 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,518 shares</a>"
67,2017-08-31 11:47:35.374347,"<span class=""_191t _50f5"">Mark has raised $362,432 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,519 shares</a>"
68,2017-08-31 11:49:19.911013,"<span class=""_191t _50f5"">Mark has raised $362,502 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,521 shares</a>"
69,2017-08-31 11:50:56.230166,"<span class=""_191t _50f5"">Mark has raised $362,502 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,521 shares</a>"
70,2017-08-31 11:52:31.422427,"<span class=""_191t _50f5"">Mark has raised $362,502 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,521 shares</a>"
71,2017-08-31 11:54:07.992650,"<span class=""_191t _50f5"">Mark has raised $362,502 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,524 shares</a>"
72,2017-08-31 11:55:46.735901,"<span class=""_191t _50f5"">Mark has raised $362,502 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,525 shares</a>"
73,2017-08-31 11:57:40.738312,"<span class=""_191t _50f5"">Mark has raised $362,502 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","<a ajaxify=""/ajax/shares/view?target_fbid=10103998949614711"" class=""UFIShareLink"" data-hover=""tooltip"" data-tooltip-uri=""/ufi/share/tooltip/?ft_ent_identifier=10103998949614711&amp;av=100000068062471"" href=""https://www.facebook.com/shares/view?id=10103998949614711"" rel=""dialog"">17,526 shares</a>"
