time,raised,shares
2017-08-29 17:17:01.870,"$159,533","8,940 "
2017-08-29 17:18:41.391,"$159,628","8,954 "
2017-08-29 17:20:02.346,"$159,738","8,971 "
2017-08-29 17:21:27.446,"$159,903","8,993 "
2017-08-29 17:23:13.881,"$160,006","9,007 "
2017-08-29 17:24:47.119,"$160,164","9,026 "
2017-08-29 17:26:39.398,"$160,234","9,047 "
2017-08-29 17:28:28.781,"$160,424","9,066 "
2017-08-29 17:30:18.625,"$160,504","9,087 "
2017-08-29 17:31:49.427,"$160,774","9,101 "
2017-08-29 17:33:41.580,"$161,304","9,113 "
2017-08-29 17:35:14.666,"$161,642","9,123 "
2017-08-29 17:36:56.593,"$161,837","9,145 "
2017-08-29 17:38:44.273,"$162,607","9,165 "
2017-08-29 17:40:36.405,"$163,110","9,185 "
2017-08-29 17:42:05.591,"$163,295","9,209 "
2017-08-29 17:44:00.960,"$163,325","9,224 "
2017-08-29 17:45:44.301,"$163,690","9,224 "
2017-08-29 17:47:17.146,"$164,000","9,265 "
2017-08-29 17:48:49.719,"$164,260","9,281 "
2017-08-29 17:50:22.295,"$164,740","9,292 "
2017-08-29 17:52:03.140,"$165,070","9,314 "
2017-08-29 17:54:12.392,"$165,305","9,330 "
2017-08-29 17:56:20.092,"$165,540","9,352 "
2017-08-29 17:57:53.232,"$165,785","9,372 "
2017-08-29 17:59:48.736,"$166,080","9,397 "
2017-08-29 18:01:31.427,"$166,400","9,417 "
2017-08-29 18:03:04.208,"$166,470","9,429 "
2017-08-29 18:04:32.187,"$166,480","9,446 "
2017-08-29 18:06:00.827,"$166,557","9,459 "
2017-08-29 18:07:33.910,"$166,807","9,468 "
2017-08-29 18:09:14.601,"$166,947","9,486 "
2017-08-29 18:10:56.714,"$167,269","9,508 "
2017-08-29 18:12:51.423,"$167,527","9,526 "
2017-08-29 18:14:38.951,"$167,812","9,546 "
2017-08-29 18:16:29.090,"$167,985","9,561 "
2017-08-29 18:25:39.674,,"9,772 "
2017-08-29 18:37:24.684,"$172,539","9,789 "
2017-08-29 18:39:11.422,"$172,617","9,802 "
2017-08-29 18:40:53.839,"$173,007","9,824 "
2017-08-29 18:42:33.164,"$173,382","9,836 "
2017-08-29 18:44:06.613,"$173,752","9,850 "
2017-08-29 18:45:44.165,"$173,895","9,866 "
2017-08-29 18:47:11.635,"$174,150","9,889 "
2017-08-29 18:49:09.409,"$175,180","9,910 "
2017-08-29 18:50:53.410,"$175,180","9,927 "
2017-08-29 18:52:39.888,"$175,350","9,942 "
2017-08-29 18:54:33.358,"$175,425","9,960 "
2017-08-29 18:56:16.969,"$175,627","9,971 "
2017-08-29 18:57:57.813,"$175,937","9,984 "
2017-08-29 18:59:32.840,"$176,022","9,997 "
2017-08-29 19:00:58.828,"$176,182","10,010"
2017-08-29 19:02:28.275,"$176,272","10,022"
2017-08-29 19:03:58.177,"$176,298","10,040"
2017-08-29 19:05:53.465,"$176,503","10,056"
2017-08-29 19:07:28.005,"$176,723","10,070"
2017-08-29 19:09:00.972,"$177,058","10,094"
2017-08-29 19:10:58.050,"$177,653","10,107"
2017-08-29 19:12:33.197,"$177,733","10,123"
2017-08-29 19:14:24.202,"$177,823","10,138"
2017-08-29 19:16:04.595,"$178,383","10,153"
2017-08-29 19:17:38.635,"$178,509","10,170"
2017-08-29 19:19:26.077,"$178,779","10,187"
2017-08-29 19:21:21.605,"$179,289","10,201"
2017-08-29 19:22:54.007,"$179,669","10,225"
2017-08-29 19:24:53.068,"$179,932","10,241"
2017-08-29 19:26:30.832,"$180,282","10,262"
2017-08-29 19:28:09.697,"$180,447","10,274"
2017-08-29 19:29:47.793,"$180,727","10,289"
2017-08-29 19:31:22.841,"$180,967","10,303"
2017-08-29 19:33:08.923,"$181,434","10,323"
2017-08-29 19:34:55.647,"$181,557","10,339"
2017-08-29 19:36:38.329,"$181,652","10,368"
2017-08-29 19:38:33.661,"$181,730","10,388"
2017-08-29 19:40:26.230,"$181,895","10,409"
2017-08-29 19:42:21.351,"$182,140","10,426"
2017-08-29 19:43:58.963,"$182,505","10,442"
2017-08-29 19:45:42.948,"$182,920","10,458"
2017-08-29 19:47:33.785,"$183,427","10,467"
2017-08-29 19:49:43.988,"$183,777","10,494"
2017-08-29 19:51:15.436,"$184,267","10,511"
2017-08-29 19:52:45.692,"$184,447","10,529"
2017-08-29 19:54:30.010,"$184,727","10,548"
2017-08-29 19:56:17.735,"$184,827","10,575"
2017-08-29 19:58:14.613,"$184,927","10,582"
2017-08-29 19:59:35.954,"$185,172","10,598"
2017-08-29 20:01:11.801,"$185,372","10,610"
2017-08-29 20:02:45.852,"$185,747","10,636"
2017-08-29 20:04:18.714,"$185,877","10,649"
2017-08-29 20:05:53.358,"$186,807","10,672"
2017-08-29 20:07:41.843,"$187,307","10,690"
2017-08-29 20:09:24.297,"$187,603","10,706"
2017-08-29 20:11:06.197,"$187,863","10,720"
2017-08-29 20:12:35.610,"$188,103","10,740"
2017-08-29 20:14:07.993,"$190,408","10,755"
2017-08-29 20:15:35.816,"$190,548","10,769"
2017-08-29 20:17:10.262,"$190,988","10,776"
2017-08-29 20:18:44.270,"$191,468","10,794"
2017-08-29 20:20:28.860,"$191,806","10,811"
2017-08-29 20:22:10.155,"$192,293","10,824"
2017-08-29 20:23:34.620,"$192,503","10,840"
2017-08-29 20:25:10.698,"$192,733","10,854"
2017-08-29 20:26:47.236,"$192,913","10,879"
2017-08-29 20:28:24.185,"$193,488","10,890"
2017-08-29 20:29:50.313,"$193,698","10,902"
2017-08-29 20:31:20.105,"$193,918","10,921"
2017-08-29 20:32:51.449,"$194,598","10,941"
2017-08-29 20:34:23.455,"$194,808","10,958"
2017-08-29 20:35:47.766,"$194,908","10,984"
2017-08-29 20:37:23.967,"$195,188","11,007"
2017-08-29 20:39:15.497,"$195,543","11,021"
2017-08-29 20:40:47.510,"$195,668","11,034"
2017-08-29 20:42:29.929,"$195,780","11,051"
2017-08-29 20:44:20.317,"$195,950","11,061"
2017-08-29 20:45:55.030,"$196,340","11,081"
2017-08-29 20:47:35.703,"$197,620","11,101"
2017-08-29 20:49:19.874,"$198,230","11,118"
2017-08-29 20:50:51.543,"$198,535","11,136"
2017-08-29 20:52:30.362,"$198,785","11,152"
2017-08-29 20:54:14.047,"$199,425","11,173"
2017-08-29 20:55:44.175,"$199,942","11,197"
2017-08-29 20:57:21.400,"$200,362","11,209"
2017-08-29 20:58:54.464,"$200,602","11,227"
2017-08-29 21:00:26.250,"$200,877","11,250"
2017-08-29 21:02:15.432,"$201,617","11,267"
2017-08-29 21:03:49.663,"$201,837","11,289"
2017-08-29 21:05:19.726,"$202,127","11,311"
2017-08-29 21:06:48.393,"$202,287","11,327"
2017-08-29 21:08:17.939,"$202,427","11,346"
2017-08-29 21:10:03.926,"$202,802","11,368"
2017-08-29 21:11:44.455,"$202,862","11,386"
2017-08-29 21:13:39.515,"$203,582","11,399"
2017-08-29 21:15:28.700,"$203,741","11,413"
2017-08-29 21:17:18.644,"$204,991","11,432"
2017-08-29 21:19:08.366,"$205,241","11,446"
2017-08-29 21:20:33.397,"$205,401","11,466"
2017-08-29 21:22:21.111,"$205,891","11,485"
2017-08-29 21:24:13.572,"$206,301","11,511"
2017-08-29 21:25:50.495,"$206,401","11,528"
2017-08-29 21:27:40.071,"$206,736","11,553"
2017-08-29 21:29:29.496,"$207,246","11,579"
2017-08-29 21:31:09.890,"$207,731","11,603"
2017-08-29 21:33:02.831,"$207,851","11,622"
2017-08-29 21:34:46.950,"$208,361","11,651"
2017-08-29 21:36:25.310,"$208,541","11,665"
2017-08-29 21:38:09.413,"$208,696","11,678"
2017-08-29 21:40:10.343,"$209,001","11,696"
2017-08-29 21:42:08.607,"$209,141","11,713"
2017-08-29 21:43:55.426,"$209,391","11,732"
2017-08-29 21:47:12.765,"$209,701","11,764"
2017-08-29 21:49:01.392,"$210,291","11,778"
2017-08-29 21:50:45.431,"$210,781","11,796"
2017-08-29 21:52:18.074,"$211,121","11,815"
2017-08-29 21:53:41.925,"$211,326","11,831"
2017-08-29 21:55:17.751,"$211,656","11,853"
2017-08-29 21:57:05.261,"$212,351","11,868"
2017-08-29 21:58:39.422,"$212,616","11,888"
2017-08-29 22:00:35.628,"$212,886","11,914"
2017-08-29 22:02:23.336,"$213,021","11,933"
2017-08-29 22:04:11.617,"$213,371","11,953"
2017-08-29 22:05:42.265,"$213,916","11,968"
2017-08-29 22:07:22.894,"$214,152","11,989"
2017-08-29 22:09:06.733,"$214,452","12,012"
2017-08-29 22:10:48.598,"$214,782","12,027"
2017-08-29 22:12:25.625,"$214,922","12,042"
2017-08-29 22:14:07.445,"$215,192","12,068"
2017-08-29 22:15:52.185,"$215,965","12,085"
2017-08-29 22:17:26.115,"$216,135","12,103"
2017-08-29 22:19:03.966,"$216,435","12,117"
2017-08-29 22:20:30.836,"$216,596","12,170"
2017-08-29 22:24:44.924,"$217,306","12,435"
2017-08-29 22:28:46.118,,"12,449"
2017-08-29 22:45:34.872,"$221,117","12,460"
2017-08-29 22:47:18.809,"$221,267","12,480"
2017-08-29 22:48:48.712,"$221,407","12,502"
2017-08-29 22:50:46.668,"$221,592","12,533"
2017-08-29 22:52:52.012,"$221,852","12,549"
2017-08-29 22:54:57.896,"$222,092","12,574"
2017-08-29 22:56:40.659,"$222,412","12,600"
2017-08-29 22:58:14.636,"$223,182","12,626"
2017-08-29 23:00:17.666,"$223,307","12,653"
2017-08-29 23:02:22.544,"$223,407","12,671"
2017-08-29 23:04:10.795,"$223,610","12,694"
2017-08-29 23:05:43.534,"$223,880","12,712"
2017-08-29 23:07:47.095,"$224,210","12,726"
2017-08-29 23:09:44.468,"$224,770","12,747"
2017-08-29 23:11:18.308,"$225,149","12,773"
2017-08-29 23:13:18.829,"$225,494","12,791"
2017-08-29 23:15:37.029,"$225,979","12,808"
2017-08-29 23:17:27.375,"$226,519","12,833"
2017-08-29 23:19:04.648,"$226,899","12,850"
2017-08-29 23:21:14.958,"$227,334","12,859"
2017-08-29 23:23:05.818,"$227,774","12,882"
2017-08-29 23:24:54.412,"$228,349","12,901"
2017-08-29 23:26:41.022,"$228,529","12,920"
2017-08-29 23:28:40.976,"$228,744","12,943"
2017-08-29 23:30:37.977,"$229,057","12,967"
2017-08-29 23:32:59.843,"$229,427","12,976"
2017-08-29 23:34:46.544,"$230,159","12,984"
2017-08-29 23:36:30.295,"$230,499","13,005"
2017-08-29 23:38:27.941,"$230,810","13,021"
2017-08-29 23:40:34.185,"$231,104","13,037"
2017-08-29 23:42:22.373,"$231,359","13,063"
2017-08-29 23:44:31.563,"$231,851","13,079"
2017-08-29 23:46:10.310,"$232,471","13,088"
2017-08-29 23:48:20.946,"$232,916","13,108"
2017-08-29 23:50:08.845,"$233,466","13,120"
2017-08-29 23:52:02.482,"$233,496","13,139"
2017-08-29 23:53:48.071,"$233,919","13,149"
2017-08-29 23:55:17.724,"$234,344","13,170"
2017-08-29 23:56:40.036,"$234,444","13,185"
2017-08-29 23:58:27.937,"$235,184","13,202"
2017-08-29 23:59:53.800,"$235,449","13,209"
2017-08-30 00:01:44.449,"$235,639","13,222"
2017-08-30 00:03:10.989,"$235,819","13,234"
2017-08-30 00:04:38.113,"$236,299","13,251"
2017-08-30 00:06:27.499,"$236,469","13,264"
2017-08-30 00:08:08.115,"$236,799","13,281"
2017-08-30 00:09:59.398,"$237,353","13,290"
2017-08-30 00:11:50.513,"$237,678","13,301"
2017-08-30 00:13:26.330,"$237,848","13,322"
2017-08-30 00:14:53.530,"$238,383","13,330"
2017-08-30 00:16:23.474,"$238,683","13,347"
2017-08-30 00:18:05.488,"$238,958","13,362"
2017-08-30 00:19:47.792,"$239,338","13,376"
2017-08-30 00:21:10.798,"$239,358","13,388"
2017-08-30 00:22:52.341,"$239,728","13,397"
2017-08-30 00:24:29.771,"$240,058","13,409"
2017-08-30 00:26:29.200,"$242,758","13,417"
2017-08-30 00:28:16.395,"$242,948","13,431"
2017-08-30 00:29:46.505,"$242,828","13,450"
2017-08-30 00:31:39.968,"$243,337","13,462"
2017-08-30 00:33:26.787,"$243,607","13,469"
2017-08-30 00:35:17.632,"$243,837","13,486"
2017-08-30 00:36:39.965,"$243,997","13,496"
2017-08-30 00:38:25.236,"$244,702","13,509"
2017-08-30 00:39:57.174,"$244,765","13,519"
2017-08-30 00:41:34.518,"$245,105","13,538"
2017-08-30 00:43:23.594,"$245,300","13,565"
2017-08-30 00:46:44.279,"$245,444","13,576"
2017-08-30 00:48:23.509,"$246,304","13,588"
2017-08-30 00:49:49.746,"$246,494","13,598"
2017-08-30 00:51:42.390,"$246,594","13,607"
2017-08-30 00:53:13.770,"$246,774","13,619"
2017-08-30 00:54:57.118,"$248,984","13,628"
2017-08-30 00:56:27.319,"$249,304","13,638"
2017-08-30 00:57:55.775,"$249,604","13,650"
2017-08-30 00:59:39.758,"$249,774","13,660"
2017-08-30 01:01:14.815,"$250,079","13,677"
2017-08-30 01:02:41.564,"$250,159","13,688"
2017-08-30 01:04:21.168,"$250,299","13,700"
2017-08-30 01:05:45.135,"$250,493","13,716"
2017-08-30 01:07:15.596,"$250,543","13,728"
2017-08-30 01:08:58.436,"$250,933","13,741"
2017-08-30 01:10:33.548,"$250,938","13,749"
2017-08-30 01:12:25.521,"$251,124","13,758"
2017-08-30 01:14:02.062,"$251,244","13,765"
2017-08-30 01:15:40.368,"$251,584","13,775"
2017-08-30 01:17:17.732,"$251,844","13,782"
2017-08-30 01:18:41.352,"$252,239","13,791"
2017-08-30 01:20:11.681,"$252,319","13,800"
2017-08-30 01:21:40.491,"$252,524","13,813"
2017-08-30 01:23:23.519,"$252,744","13,816"
2017-08-30 01:25:12.118,"$252,854","13,828"
2017-08-30 01:27:02.545,"$253,059","13,836"
2017-08-30 01:28:35.828,"$253,429","13,843"
2017-08-30 01:29:59.085,"$253,461","13,857"
2017-08-30 01:31:29.907,"$253,592","13,871"
2017-08-30 01:33:05.460,"$253,767","13,881"
2017-08-30 01:34:34.030,"$254,027","13,898"
2017-08-30 01:35:54.332,"$254,107","13,903"
2017-08-30 01:37:42.934,"$254,322","13,916"
2017-08-30 01:39:14.223,"$254,512","13,922"
2017-08-30 01:40:38.485,"$254,820","13,936"
2017-08-30 01:42:01.255,"$254,840","13,949"
2017-08-30 01:43:35.680,"$254,910","13,956"
2017-08-30 01:45:07.222,"$254,930","13,965"
2017-08-30 01:46:47.166,"$255,075","13,970"
2017-08-30 01:48:35.498,"$255,321","13,974"
2017-08-30 01:50:09.224,"$255,541","13,984"
2017-08-30 01:51:49.586,"$255,726","13,993"
2017-08-30 01:53:35.698,"$255,831","13,997"
2017-08-30 01:55:24.574,"$255,861","14,002"
2017-08-30 01:56:47.761,"$256,039","14,011"
2017-08-30 01:58:19.580,"$256,039","14,017"
2017-08-30 01:59:56.252,"$256,039","14,027"
2017-08-30 02:01:41.240,"$256,059","14,029"
2017-08-30 02:03:16.397,"$256,179","14,039"
2017-08-30 02:04:42.884,"$256,329","14,046"
2017-08-30 02:06:33.508,"$256,439","14,053"
2017-08-30 02:08:07.276,"$256,629","14,053"
2017-08-30 02:09:56.936,"$256,699","14,060"
2017-08-30 02:11:19.004,"$256,719","14,066"
2017-08-30 02:12:52.994,"$256,960","14,068"
2017-08-30 02:14:18.325,"$257,040","14,081"
2017-08-30 02:15:50.021,"$257,270","14,086"
2017-08-30 02:17:25.998,"$257,485","14,090"
2017-08-30 02:19:09.166,"$257,625","14,095"
2017-08-30 02:20:35.204,"$257,635","14,105"
2017-08-30 02:21:57.506,"$257,745","14,111"
2017-08-30 02:23:41.362,"$257,865","14,120"
2017-08-30 02:25:20.889,"$257,970","14,127"
2017-08-30 02:26:48.200,"$258,080","14,135"
2017-08-30 02:28:36.409,"$258,250","14,142"
2017-08-30 02:30:04.209,"$258,320","14,146"
2017-08-30 02:31:38.849,"$258,440","14,150"
2017-08-30 02:33:11.843,"$258,490","14,157"
2017-08-30 02:34:29.875,"$258,560","14,163"
2017-08-30 02:36:08.183,"$258,602","14,169"
2017-08-30 02:37:29.529,"$258,652","14,171"
2017-08-30 02:38:57.791,"$258,692","14,177"
2017-08-30 02:40:25.337,"$258,792","14,182"
2017-08-30 02:42:04.475,"$258,913","14,189"
2017-08-30 02:43:39.264,"$258,918","14,193"
2017-08-30 02:45:07.268,"$259,088","14,196"
2017-08-30 02:46:54.136,"$259,158","14,202"
2017-08-30 02:48:12.757,"$259,548","14,208"
2017-08-30 02:49:55.209,"$259,668","14,215"
2017-08-30 02:51:36.778,"$259,704","14,219"
2017-08-30 02:52:55.059,"$259,744","14,225"
2017-08-30 02:54:32.971,"$259,800","14,230"
2017-08-30 02:56:18.919,"$259,800","14,234"
2017-08-30 02:57:50.075,"$259,800","14,242"
2017-08-30 02:59:14.082,"$260,004","14,247"
2017-08-30 03:00:54.983,"$260,059","14,254"
2017-08-30 03:02:25.622,"$260,119","14,262"
2017-08-30 03:04:13.451,"$260,119","14,263"
2017-08-30 03:05:49.083,"$260,229","14,266"
2017-08-30 03:07:17.118,"$260,325","14,271"
2017-08-30 03:08:54.315,"$260,475","14,279"
2017-08-30 03:10:31.662,"$260,495","14,283"
2017-08-30 03:12:01.279,"$260,675","14,289"
2017-08-30 03:13:43.712,"$260,735","14,295"
2017-08-30 03:15:19.668,"$260,735","14,298"
2017-08-30 03:16:55.993,"$260,765","14,305"
2017-08-30 03:18:29.246,"$260,965","14,311"
2017-08-30 03:20:05.450,"$260,965","14,316"
2017-08-30 03:21:48.799,"$261,015","14,319"
2017-08-30 03:23:34.019,"$261,015","14,321"
2017-08-30 03:25:16.305,"$261,075","14,324"
2017-08-30 03:26:38.938,"$261,095","14,331"
2017-08-30 03:27:57.794,"$261,140","14,334"
2017-08-30 03:29:44.377,"$261,365","14,341"
2017-08-30 03:31:24.160,"$261,465","14,344"
2017-08-30 03:32:56.891,"$261,515","14,348"
2017-08-30 03:34:47.445,"$261,605","14,354"
2017-08-30 03:36:07.765,"$261,605","14,359"
2017-08-30 03:37:52.592,"$261,660","14,362"
2017-08-30 03:39:35.855,"$261,660","14,364"
2017-08-30 03:40:58.776,"$261,720","14,367"
2017-08-30 03:42:44.400,"$261,725","14,373"
2017-08-30 03:44:22.768,"$261,775","14,378"
2017-08-30 03:46:05.653,"$261,775","14,383"
2017-08-30 03:47:57.981,"$261,775","14,388"
2017-08-30 03:49:35.099,"$261,775","14,395"
2017-08-30 03:51:04.329,"$261,780","14,398"
