,time1,raised1,time2,raised2,shares,time3,raised3,shares2
34,2017-08-29 12:58:28.602858,"<span class=""_191t _50f5"">Mark has raised $61,736 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:09:39.723258,"<span class=""_191t _50f5"">Mark has raised $146,769 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,188 shares"
35,2017-08-29 13:00:00.708461,"<span class=""_191t _50f5"">Mark has raised $62,258 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:11:37.446851,"<span class=""_191t _50f5"">Mark has raised $147,094 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,211 shares"
36,2017-08-29 13:01:41.144328,"<span class=""_191t _50f5"">Mark has raised $63,316 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:13:10.218633,"<span class=""_191t _50f5"">Mark has raised $147,354 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,230 shares"
37,2017-08-29 13:03:23.376753,"<span class=""_191t _50f5"">Mark has raised $63,875 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:14:55.008010,"<span class=""_191t _50f5"">Mark has raised $147,454 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,237 shares"
38,2017-08-29 13:04:58.477642,"<span class=""_191t _50f5"">Mark has raised $64,381 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:16:44.803682,"<span class=""_191t _50f5"">Mark has raised $147,575 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,257 shares"
39,2017-08-29 13:06:44.837154,"<span class=""_191t _50f5"">Mark has raised $65,066 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:18:35.398168,"<span class=""_191t _50f5"">Mark has raised $147,725 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,286 shares"
40,2017-08-29 13:08:23.354756,"<span class=""_191t _50f5"">Mark has raised $65,346 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:20:16.689841,"<span class=""_191t _50f5"">Mark has raised $149,290 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,299 shares"
41,2017-08-29 13:09:55.180521,"<span class=""_191t _50f5"">Mark has raised $65,871 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:21:39.231076,"<span class=""_191t _50f5"">Mark has raised $149,595 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,312 shares"
42,2017-08-29 13:11:36.296725,"<span class=""_191t _50f5"">Mark has raised $67,352 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:23:04.212783,"<span class=""_191t _50f5"">Mark has raised $149,958 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,334 shares"
43,2017-08-29 13:13:06.408675,"<span class=""_191t _50f5"">Mark has raised $70,233 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:24:49.947907,"<span class=""_191t _50f5"">Mark has raised $150,333 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,367 shares"
44,2017-08-29 13:14:55.117908,"<span class=""_191t _50f5"">Mark has raised $81,138 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:26:31.308903,"<span class=""_191t _50f5"">Mark has raised $150,633 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,392 shares"
45,2017-08-29 13:16:19.652893,"<span class=""_191t _50f5"">Mark has raised $91,857 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:28:08.845565,"<span class=""_191t _50f5"">Mark has raised $151,003 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,411 shares"
46,2017-08-29 13:17:46.062716,"<span class=""_191t _50f5"">Mark has raised $98,235 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:29:59.405644,"<span class=""_191t _50f5"">Mark has raised $151,268 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,435 shares"
47,2017-08-29 13:19:09.594156,"<span class=""_191t _50f5"">Mark has raised $98,731 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:31:39.179711,"<span class=""_191t _50f5"">Mark has raised $151,368 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,454 shares"
48,2017-08-29 13:20:55.263090,"<span class=""_191t _50f5"">Mark has raised $99,844 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:33:13.840177,"<span class=""_191t _50f5"">Mark has raised $151,553 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,475 shares"
49,2017-08-29 13:22:16.308352,"<span class=""_191t _50f5"">Mark has raised $100,034 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:35:03.662653,"<span class=""_191t _50f5"">Mark has raised $152,329 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,490 shares"
50,2017-08-29 13:23:47.520559,"<span class=""_191t _50f5"">Mark has raised $101,494 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:36:53.384950,"<span class=""_191t _50f5"">Mark has raised $152,714 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,507 shares"
51,2017-08-29 13:25:14.723359,"<span class=""_191t _50f5"">Mark has raised $102,009 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:38:40.585739,"<span class=""_191t _50f5"">Mark has raised $153,218 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,533 shares"
52,2017-08-29 13:27:03.591855,"<span class=""_191t _50f5"">Mark has raised $102,754 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:40:30.241307,"<span class=""_191t _50f5"">Mark has raised $153,428 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,555 shares"
53,2017-08-29 13:28:48.000633,"<span class=""_191t _50f5"">Mark has raised $103,109 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:42:20.075783,"<span class=""_191t _50f5"">Mark has raised $153,574 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,578 shares"
54,2017-08-29 13:30:27.594037,"<span class=""_191t _50f5"">Mark has raised $103,834 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:44:03.041549,"<span class=""_191t _50f5"">Mark has raised $153,864 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,595 shares"
55,2017-08-29 13:31:55.700295,"<span class=""_191t _50f5"">Mark has raised $104,109 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:45:53.039053,"<span class=""_191t _50f5"">Mark has raised $154,129 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,618 shares"
56,2017-08-29 13:33:22.454162,"<span class=""_191t _50f5"">Mark has raised $104,244 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:47:36.120766,"<span class=""_191t _50f5"">Mark has raised $154,429 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,635 shares"
57,2017-08-29 13:34:43.695984,"<span class=""_191t _50f5"">Mark has raised $104,659 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:49:26.697061,"<span class=""_191t _50f5"">Mark has raised $154,824 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,660 shares"
58,2017-08-29 13:36:16.341180,"<span class=""_191t _50f5"">Mark has raised $104,954 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:51:06.717543,"<span class=""_191t _50f5"">Mark has raised $155,252 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,688 shares"
59,2017-08-29 13:37:54.179584,"<span class=""_191t _50f5"">Mark has raised $105,884 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:53:02.080691,"<span class=""_191t _50f5"">Mark has raised $155,790 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,703 shares"
60,2017-08-29 13:39:44.680092,"<span class=""_191t _50f5"">Mark has raised $106,424 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:54:44.463401,"<span class=""_191t _50f5"">Mark has raised $156,170 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,722 shares"
61,2017-08-29 13:41:22.471140,"<span class=""_191t _50f5"">Mark has raised $107,269 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:56:34.625550,"<span class=""_191t _50f5"">Mark has raised $156,210 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,743 shares"
62,2017-08-29 13:43:02.899257,"<span class=""_191t _50f5"">Mark has raised $107,829 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>",,,,2017-08-29 16:58:21.760977,"<span class=""_191t _50f5"">Mark has raised $156,313 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","8,757 shares"
